service,language,alert,prompt,count,latest,age_days,stale
chatgpt,amharic,extreme_wind,prompt_simple_nolimit.txt,17,2026-04-13,1,
chatgpt,amharic,extreme_wind,translate_extreme_wind.txt,20,2026-04-13,1,
chatgpt,amharic,fire,prompt_chain_of_translation_360.txt,20,2026-04-13,1,
chatgpt,amharic,fire,prompt_chain_of_translation_nolimit.txt,20,2026-04-13,1,
chatgpt,amharic,fire,prompt_cross_lingual_alignment_360.txt,20,2026-04-13,1,
chatgpt,amharic,fire,prompt_cross_lingual_alignment_nolimit.txt,20,2026-04-13,1,
chatgpt,amharic,fire,prompt_one_shot_360.txt,20,2026-04-13,1,
chatgpt,amharic,fire,prompt_one_shot_nolimit.txt,20,2026-04-13,1,
chatgpt,amharic,fire,prompt_persona_360.txt,20,2026-04-13,1,
chatgpt,amharic,fire,prompt_persona_nolimit.txt,20,2026-04-13,1,
chatgpt,amharic,fire,prompt_simple_360.txt,20,2026-04-13,1,
chatgpt,amharic,fire,prompt_simple_nolimit.txt,20,2026-04-13,1,
chatgpt,amharic,fire,translate_fire.txt,20,2026-04-13,1,
chatgpt,amharic,flood,prompt_chain_of_translation_360.txt,20,2026-04-13,1,
chatgpt,amharic,flood,prompt_chain_of_translation_nolimit.txt,20,2026-04-13,1,
chatgpt,amharic,flood,prompt_cross_lingual_alignment_360.txt,20,2026-04-13,1,
chatgpt,amharic,flood,prompt_cross_lingual_alignment_nolimit.txt,20,2026-04-13,1,
chatgpt,amharic,flood,prompt_one_shot_360.txt,20,2026-04-13,1,
chatgpt,amharic,flood,prompt_one_shot_nolimit.txt,20,2026-04-13,1,
chatgpt,amharic,flood,prompt_persona_360.txt,20,2026-04-13,1,
chatgpt,amharic,flood,prompt_persona_nolimit.txt,20,2026-04-13,1,
chatgpt,amharic,flood,prompt_simple_360.txt,18,2026-04-13,1,
chatgpt,amharic,flood,prompt_simple_nolimit.txt,20,2026-04-13,1,
chatgpt,amharic,flood,translate_flood.txt,20,2026-04-13,1,
chatgpt,arabic,911_outage,prompt_chain_of_translation_360.txt,24,2026-04-13,1,
chatgpt,arabic,911_outage,prompt_chain_of_translation_nolimit.txt,20,2026-04-13,1,
chatgpt,arabic,911_outage,prompt_cross_lingual_alignment_360.txt,24,2026-04-13,1,
chatgpt,arabic,911_outage,prompt_cross_lingual_alignment_nolimit.txt,20,2026-04-13,1,
chatgpt,arabic,911_outage,prompt_one_shot_360.txt,24,2026-04-13,1,
chatgpt,arabic,911_outage,prompt_one_shot_nolimit.txt,20,2026-04-13,1,
chatgpt,arabic,911_outage,prompt_persona_360.txt,24,2026-04-13,1,
chatgpt,arabic,911_outage,prompt_persona_nolimit.txt,20,2026-04-13,1,
chatgpt,arabic,911_outage,prompt_simple_360.txt,20,2026-04-13,1,
chatgpt,arabic,911_outage,prompt_simple_nolimit.txt,29,2026-04-13,1,
chatgpt,arabic,911_outage,translate_911_outage.txt,29,2026-04-13,1,
chatgpt,arabic,boil_water_notice,prompt_chain_of_translation_360.txt,24,2026-04-13,1,
chatgpt,arabic,boil_water_notice,prompt_chain_of_translation_nolimit.txt,20,2026-04-13,1,
chatgpt,arabic,boil_water_notice,prompt_cross_lingual_alignment_360.txt,24,2026-04-13,1,
chatgpt,arabic,boil_water_notice,prompt_cross_lingual_alignment_nolimit.txt,20,2026-04-13,1,
chatgpt,arabic,boil_water_notice,prompt_one_shot_360.txt,24,2026-04-13,1,
chatgpt,arabic,boil_water_notice,prompt_one_shot_nolimit.txt,20,2026-04-13,1,
chatgpt,arabic,boil_water_notice,prompt_persona_360.txt,24,2026-04-13,1,
chatgpt,arabic,boil_water_notice,prompt_persona_nolimit.txt,20,2026-04-13,1,
chatgpt,arabic,boil_water_notice,prompt_simple_360.txt,20,2026-04-13,1,
chatgpt,arabic,boil_water_notice,prompt_simple_nolimit.txt,29,2026-04-13,1,
chatgpt,arabic,boil_water_notice,translate_boil_water_notice.txt,29,2026-04-13,1,
chatgpt,arabic,extreme_wind,prompt_chain_of_translation_360.txt,24,2026-04-13,1,
chatgpt,arabic,extreme_wind,prompt_chain_of_translation_nolimit.txt,20,2026-04-13,1,
chatgpt,arabic,extreme_wind,prompt_cross_lingual_alignment_360.txt,24,2026-04-13,1,
chatgpt,arabic,extreme_wind,prompt_cross_lingual_alignment_nolimit.txt,20,2026-04-13,1,
chatgpt,arabic,extreme_wind,prompt_one_shot_360.txt,24,2026-04-13,1,
chatgpt,arabic,extreme_wind,prompt_one_shot_nolimit.txt,20,2026-04-13,1,
chatgpt,arabic,extreme_wind,prompt_persona_360.txt,24,2026-04-13,1,
chatgpt,arabic,extreme_wind,prompt_persona_nolimit.txt,20,2026-04-13,1,
chatgpt,arabic,extreme_wind,prompt_simple_360.txt,20,2026-04-13,1,
chatgpt,arabic,extreme_wind,prompt_simple_nolimit.txt,29,2026-04-13,1,
chatgpt,arabic,extreme_wind,translate_extreme_wind.txt,29,2026-04-13,1,
chatgpt,arabic,fire,prompt_chain_of_translation_360.txt,24,2026-04-13,1,
chatgpt,arabic,fire,prompt_chain_of_translation_nolimit.txt,20,2026-04-13,1,
chatgpt,arabic,fire,prompt_cross_lingual_alignment_360.txt,24,2026-04-13,1,
chatgpt,arabic,fire,prompt_cross_lingual_alignment_nolimit.txt,20,2026-04-13,1,
chatgpt,arabic,fire,prompt_one_shot_360.txt,24,2026-04-13,1,
chatgpt,arabic,fire,prompt_one_shot_nolimit.txt,20,2026-04-13,1,
chatgpt,arabic,fire,prompt_persona_360.txt,24,2026-04-13,1,
chatgpt,arabic,fire,prompt_persona_nolimit.txt,20,2026-04-13,1,
chatgpt,arabic,fire,prompt_simple_360.txt,20,2026-04-13,1,
chatgpt,arabic,fire,prompt_simple_nolimit.txt,29,2026-04-13,1,
chatgpt,arabic,fire,translate_fire.txt,29,2026-04-13,1,
chatgpt,arabic,flood,prompt_chain_of_translation_360.txt,24,2026-04-13,1,
chatgpt,arabic,flood,prompt_chain_of_translation_nolimit.txt,20,2026-04-13,1,
chatgpt,arabic,flood,prompt_cross_lingual_alignment_360.txt,24,2026-04-13,1,
chatgpt,arabic,flood,prompt_cross_lingual_alignment_nolimit.txt,20,2026-04-13,1,
chatgpt,arabic,flood,prompt_one_shot_360.txt,24,2026-04-13,1,
chatgpt,arabic,flood,prompt_one_shot_nolimit.txt,20,2026-04-13,1,
chatgpt,arabic,flood,prompt_persona_360.txt,24,2026-04-13,1,
chatgpt,arabic,flood,prompt_persona_nolimit.txt,20,2026-04-13,1,
chatgpt,arabic,flood,prompt_simple_360.txt,20,2026-04-13,1,
chatgpt,arabic,flood,prompt_simple_nolimit.txt,29,2026-04-13,1,
chatgpt,arabic,flood,translate_flood.txt,29,2026-04-13,1,
chatgpt,burmese,911_outage,prompt_chain_of_translation_360.txt,2,2026-04-13,1,
chatgpt,burmese,911_outage,prompt_chain_of_translation_nolimit.txt,2,2026-04-13,1,
chatgpt,burmese,911_outage,prompt_cross_lingual_alignment_360.txt,2,2026-04-13,1,
chatgpt,burmese,911_outage,prompt_cross_lingual_alignment_nolimit.txt,2,2026-04-13,1,
chatgpt,burmese,911_outage,prompt_one_shot_360.txt,2,2026-04-13,1,
chatgpt,burmese,911_outage,prompt_one_shot_nolimit.txt,2,2026-04-13,1,
chatgpt,burmese,911_outage,prompt_persona_360.txt,2,2026-04-13,1,
chatgpt,burmese,911_outage,prompt_persona_nolimit.txt,2,2026-04-13,1,
chatgpt,burmese,911_outage,prompt_simple_360.txt,2,2026-04-13,1,
chatgpt,burmese,911_outage,prompt_simple_nolimit.txt,2,2026-04-13,1,
chatgpt,burmese,911_outage,translate_911_outage.txt,2,2026-04-13,1,
chatgpt,burmese,boil_water_notice,prompt_chain_of_translation_360.txt,2,2026-04-13,1,
chatgpt,burmese,boil_water_notice,prompt_chain_of_translation_nolimit.txt,2,2026-04-13,1,
chatgpt,burmese,boil_water_notice,prompt_cross_lingual_alignment_360.txt,2,2026-04-13,1,
chatgpt,burmese,boil_water_notice,prompt_cross_lingual_alignment_nolimit.txt,2,2026-04-13,1,
chatgpt,burmese,boil_water_notice,prompt_one_shot_360.txt,2,2026-04-13,1,
chatgpt,burmese,boil_water_notice,prompt_one_shot_nolimit.txt,2,2026-04-13,1,
chatgpt,burmese,boil_water_notice,prompt_persona_360.txt,2,2026-04-13,1,
chatgpt,burmese,boil_water_notice,prompt_persona_nolimit.txt,2,2026-04-13,1,
chatgpt,burmese,boil_water_notice,prompt_simple_360.txt,2,2026-04-13,1,
chatgpt,burmese,boil_water_notice,prompt_simple_nolimit.txt,2,2026-04-13,1,
chatgpt,burmese,boil_water_notice,translate_boil_water_notice.txt,2,2026-04-13,1,
chatgpt,burmese,extreme_wind,prompt_chain_of_translation_360.txt,2,2026-04-13,1,
chatgpt,burmese,extreme_wind,prompt_chain_of_translation_nolimit.txt,2,2026-04-13,1,
chatgpt,burmese,extreme_wind,prompt_cross_lingual_alignment_360.txt,2,2026-04-13,1,
chatgpt,burmese,extreme_wind,prompt_cross_lingual_alignment_nolimit.txt,2,2026-04-13,1,
chatgpt,burmese,extreme_wind,prompt_one_shot_360.txt,2,2026-04-13,1,
chatgpt,burmese,extreme_wind,prompt_one_shot_nolimit.txt,2,2026-04-13,1,
chatgpt,burmese,extreme_wind,prompt_persona_360.txt,2,2026-04-13,1,
chatgpt,burmese,extreme_wind,prompt_persona_nolimit.txt,2,2026-04-13,1,
chatgpt,burmese,extreme_wind,prompt_simple_360.txt,2,2026-04-13,1,
chatgpt,burmese,extreme_wind,prompt_simple_nolimit.txt,2,2026-04-13,1,
chatgpt,burmese,extreme_wind,translate_extreme_wind.txt,2,2026-04-13,1,
chatgpt,burmese,fire,prompt_chain_of_translation_360.txt,2,2026-04-13,1,
chatgpt,burmese,fire,prompt_chain_of_translation_nolimit.txt,2,2026-04-13,1,
chatgpt,burmese,fire,prompt_cross_lingual_alignment_360.txt,2,2026-04-13,1,
chatgpt,burmese,fire,prompt_cross_lingual_alignment_nolimit.txt,2,2026-04-13,1,
chatgpt,burmese,fire,prompt_one_shot_360.txt,2,2026-04-13,1,
chatgpt,burmese,fire,prompt_one_shot_nolimit.txt,2,2026-04-13,1,
chatgpt,burmese,fire,prompt_persona_360.txt,2,2026-04-13,1,
chatgpt,burmese,fire,prompt_persona_nolimit.txt,2,2026-04-13,1,
chatgpt,burmese,fire,prompt_simple_360.txt,2,2026-04-13,1,
chatgpt,burmese,fire,prompt_simple_nolimit.txt,2,2026-04-13,1,
chatgpt,burmese,fire,translate_fire.txt,2,2026-04-13,1,
chatgpt,burmese,flood,prompt_chain_of_translation_360.txt,2,2026-04-13,1,
chatgpt,burmese,flood,prompt_chain_of_translation_nolimit.txt,2,2026-04-13,1,
chatgpt,burmese,flood,prompt_cross_lingual_alignment_360.txt,2,2026-04-13,1,
chatgpt,burmese,flood,prompt_cross_lingual_alignment_nolimit.txt,2,2026-04-13,1,
chatgpt,burmese,flood,prompt_one_shot_360.txt,2,2026-04-13,1,
chatgpt,burmese,flood,prompt_one_shot_nolimit.txt,2,2026-04-13,1,
chatgpt,burmese,flood,prompt_persona_360.txt,2,2026-04-13,1,
chatgpt,burmese,flood,prompt_persona_nolimit.txt,2,2026-04-13,1,
chatgpt,burmese,flood,prompt_simple_360.txt,2,2026-04-13,1,
chatgpt,burmese,flood,prompt_simple_nolimit.txt,2,2026-04-13,1,
chatgpt,burmese,flood,translate_flood.txt,2,2026-04-13,1,
chatgpt,cambodian,911_outage,prompt_chain_of_translation_360.txt,20,2026-04-13,1,
chatgpt,cambodian,911_outage,prompt_chain_of_translation_nolimit.txt,20,2026-04-13,1,
chatgpt,cambodian,911_outage,prompt_cross_lingual_alignment_360.txt,20,2026-04-13,1,
chatgpt,cambodian,911_outage,prompt_cross_lingual_alignment_nolimit.txt,20,2026-04-13,1,
chatgpt,cambodian,911_outage,prompt_one_shot_360.txt,20,2026-04-13,1,
chatgpt,cambodian,911_outage,prompt_one_shot_nolimit.txt,20,2026-04-13,1,
chatgpt,cambodian,911_outage,prompt_persona_360.txt,20,2026-04-13,1,
chatgpt,cambodian,911_outage,prompt_persona_nolimit.txt,20,2026-04-13,1,
chatgpt,cambodian,911_outage,prompt_simple_360.txt,20,2026-04-13,1,
chatgpt,cambodian,911_outage,prompt_simple_nolimit.txt,20,2026-04-13,1,
chatgpt,cambodian,911_outage,translate_911_outage.txt,20,2026-04-13,1,
chatgpt,cambodian,boil_water_notice,prompt_chain_of_translation_360.txt,20,2026-04-13,1,
chatgpt,cambodian,boil_water_notice,prompt_chain_of_translation_nolimit.txt,20,2026-04-13,1,
chatgpt,cambodian,boil_water_notice,prompt_cross_lingual_alignment_360.txt,20,2026-04-13,1,
chatgpt,cambodian,boil_water_notice,prompt_cross_lingual_alignment_nolimit.txt,20,2026-04-13,1,
chatgpt,cambodian,boil_water_notice,prompt_one_shot_360.txt,20,2026-04-13,1,
chatgpt,cambodian,boil_water_notice,prompt_one_shot_nolimit.txt,20,2026-04-13,1,
chatgpt,cambodian,boil_water_notice,prompt_persona_360.txt,20,2026-04-13,1,
chatgpt,cambodian,boil_water_notice,prompt_persona_nolimit.txt,20,2026-04-13,1,
chatgpt,cambodian,boil_water_notice,prompt_simple_360.txt,20,2026-04-13,1,
chatgpt,cambodian,boil_water_notice,prompt_simple_nolimit.txt,20,2026-04-13,1,
chatgpt,cambodian,boil_water_notice,translate_boil_water_notice.txt,20,2026-04-13,1,
chatgpt,cambodian,extreme_wind,prompt_chain_of_translation_360.txt,20,2026-04-13,1,
chatgpt,cambodian,extreme_wind,prompt_chain_of_translation_nolimit.txt,20,2026-04-13,1,
chatgpt,cambodian,extreme_wind,prompt_cross_lingual_alignment_360.txt,20,2026-04-13,1,
chatgpt,cambodian,extreme_wind,prompt_cross_lingual_alignment_nolimit.txt,20,2026-04-13,1,
chatgpt,cambodian,extreme_wind,prompt_one_shot_360.txt,20,2026-04-13,1,
chatgpt,cambodian,extreme_wind,prompt_one_shot_nolimit.txt,20,2026-04-13,1,
chatgpt,cambodian,extreme_wind,prompt_persona_360.txt,20,2026-04-13,1,
chatgpt,cambodian,extreme_wind,prompt_persona_nolimit.txt,20,2026-04-13,1,
chatgpt,cambodian,extreme_wind,prompt_simple_360.txt,20,2026-04-13,1,
chatgpt,cambodian,extreme_wind,prompt_simple_nolimit.txt,20,2026-04-13,1,
chatgpt,cambodian,extreme_wind,translate_extreme_wind.txt,20,2026-04-13,1,
chatgpt,cambodian,fire,prompt_chain_of_translation_360.txt,20,2026-04-13,1,
chatgpt,cambodian,fire,prompt_chain_of_translation_nolimit.txt,20,2026-04-13,1,
chatgpt,cambodian,fire,prompt_cross_lingual_alignment_360.txt,20,2026-04-13,1,
chatgpt,cambodian,fire,prompt_cross_lingual_alignment_nolimit.txt,20,2026-04-13,1,
chatgpt,cambodian,fire,prompt_one_shot_360.txt,20,2026-04-13,1,
chatgpt,cambodian,fire,prompt_one_shot_nolimit.txt,20,2026-04-13,1,
chatgpt,cambodian,fire,prompt_persona_360.txt,20,2026-04-13,1,
chatgpt,cambodian,fire,prompt_persona_nolimit.txt,20,2026-04-13,1,
chatgpt,cambodian,fire,prompt_simple_360.txt,20,2026-04-13,1,
chatgpt,cambodian,fire,prompt_simple_nolimit.txt,20,2026-04-13,1,
chatgpt,cambodian,fire,translate_fire.txt,20,2026-04-13,1,
chatgpt,cambodian,flood,prompt_chain_of_translation_360.txt,20,2026-04-13,1,
chatgpt,cambodian,flood,prompt_chain_of_translation_nolimit.txt,20,2026-04-13,1,
chatgpt,cambodian,flood,prompt_cross_lingual_alignment_360.txt,20,2026-04-13,1,
chatgpt,cambodian,flood,prompt_cross_lingual_alignment_nolimit.txt,20,2026-04-13,1,
chatgpt,cambodian,flood,prompt_one_shot_360.txt,20,2026-04-13,1,
chatgpt,cambodian,flood,prompt_one_shot_nolimit.txt,20,2026-04-13,1,
chatgpt,cambodian,flood,prompt_persona_360.txt,20,2026-04-13,1,
chatgpt,cambodian,flood,prompt_persona_nolimit.txt,20,2026-04-13,1,
chatgpt,cambodian,flood,prompt_simple_360.txt,20,2026-04-13,1,
chatgpt,cambodian,flood,prompt_simple_nolimit.txt,20,2026-04-13,1,
chatgpt,cambodian,flood,translate_flood.txt,20,2026-04-13,1,
chatgpt,chinese_simplified,911_outage,prompt_chain_of_translation_360.txt,23,2026-04-13,1,
chatgpt,chinese_simplified,911_outage,prompt_chain_of_translation_nolimit.txt,20,2026-04-13,1,
chatgpt,chinese_simplified,911_outage,prompt_cross_lingual_alignment_360.txt,23,2026-04-13,1,
chatgpt,chinese_simplified,911_outage,prompt_cross_lingual_alignment_nolimit.txt,20,2026-04-13,1,
chatgpt,chinese_simplified,911_outage,prompt_one_shot_360.txt,23,2026-04-13,1,
chatgpt,chinese_simplified,911_outage,prompt_one_shot_nolimit.txt,20,2026-04-13,1,
chatgpt,chinese_simplified,911_outage,prompt_persona_360.txt,23,2026-04-13,1,
chatgpt,chinese_simplified,911_outage,prompt_persona_nolimit.txt,20,2026-04-13,1,
chatgpt,chinese_simplified,911_outage,prompt_simple_360.txt,20,2026-04-13,1,
chatgpt,chinese_simplified,911_outage,prompt_simple_nolimit.txt,23,2026-04-13,1,
chatgpt,chinese_simplified,911_outage,translate_911_outage.txt,23,2026-04-13,1,
chatgpt,chinese_simplified,boil_water_notice,prompt_chain_of_translation_360.txt,23,2026-04-13,1,
chatgpt,chinese_simplified,boil_water_notice,prompt_chain_of_translation_nolimit.txt,20,2026-04-13,1,
chatgpt,chinese_simplified,boil_water_notice,prompt_cross_lingual_alignment_360.txt,23,2026-04-13,1,
chatgpt,chinese_simplified,boil_water_notice,prompt_cross_lingual_alignment_nolimit.txt,20,2026-04-13,1,
chatgpt,chinese_simplified,boil_water_notice,prompt_one_shot_360.txt,23,2026-04-13,1,
chatgpt,chinese_simplified,boil_water_notice,prompt_one_shot_nolimit.txt,20,2026-04-13,1,
chatgpt,chinese_simplified,boil_water_notice,prompt_persona_360.txt,23,2026-04-13,1,
chatgpt,chinese_simplified,boil_water_notice,prompt_persona_nolimit.txt,20,2026-04-13,1,
chatgpt,chinese_simplified,boil_water_notice,prompt_simple_360.txt,20,2026-04-13,1,
chatgpt,chinese_simplified,boil_water_notice,prompt_simple_nolimit.txt,23,2026-04-13,1,
chatgpt,chinese_simplified,boil_water_notice,translate_boil_water_notice.txt,23,2026-04-13,1,
chatgpt,chinese_simplified,extreme_wind,prompt_chain_of_translation_360.txt,23,2026-04-13,1,
chatgpt,chinese_simplified,extreme_wind,prompt_chain_of_translation_nolimit.txt,20,2026-04-13,1,
chatgpt,chinese_simplified,extreme_wind,prompt_cross_lingual_alignment_360.txt,23,2026-04-13,1,
chatgpt,chinese_simplified,extreme_wind,prompt_cross_lingual_alignment_nolimit.txt,20,2026-04-13,1,
chatgpt,chinese_simplified,extreme_wind,prompt_one_shot_360.txt,23,2026-04-13,1,
chatgpt,chinese_simplified,extreme_wind,prompt_one_shot_nolimit.txt,20,2026-04-13,1,
chatgpt,chinese_simplified,extreme_wind,prompt_persona_360.txt,23,2026-04-13,1,
chatgpt,chinese_simplified,extreme_wind,prompt_persona_nolimit.txt,20,2026-04-13,1,
chatgpt,chinese_simplified,extreme_wind,prompt_simple_360.txt,20,2026-04-13,1,
chatgpt,chinese_simplified,extreme_wind,prompt_simple_nolimit.txt,23,2026-04-13,1,
chatgpt,chinese_simplified,extreme_wind,translate_extreme_wind.txt,23,2026-04-13,1,
chatgpt,chinese_simplified,fire,prompt_chain_of_translation_360.txt,23,2026-04-13,1,
chatgpt,chinese_simplified,fire,prompt_chain_of_translation_nolimit.txt,20,2026-04-13,1,
chatgpt,chinese_simplified,fire,prompt_cross_lingual_alignment_360.txt,23,2026-04-13,1,
chatgpt,chinese_simplified,fire,prompt_cross_lingual_alignment_nolimit.txt,20,2026-04-13,1,
chatgpt,chinese_simplified,fire,prompt_one_shot_360.txt,23,2026-04-13,1,
chatgpt,chinese_simplified,fire,prompt_one_shot_nolimit.txt,20,2026-04-13,1,
chatgpt,chinese_simplified,fire,prompt_persona_360.txt,23,2026-04-13,1,
chatgpt,chinese_simplified,fire,prompt_persona_nolimit.txt,20,2026-04-13,1,
chatgpt,chinese_simplified,fire,prompt_simple_360.txt,20,2026-04-13,1,
chatgpt,chinese_simplified,fire,prompt_simple_nolimit.txt,23,2026-04-13,1,
chatgpt,chinese_simplified,fire,translate_fire.txt,23,2026-04-13,1,
chatgpt,chinese_simplified,flood,prompt_chain_of_translation_360.txt,23,2026-04-13,1,
chatgpt,chinese_simplified,flood,prompt_chain_of_translation_nolimit.txt,20,2026-04-13,1,
chatgpt,chinese_simplified,flood,prompt_cross_lingual_alignment_360.txt,23,2026-04-13,1,
chatgpt,chinese_simplified,flood,prompt_cross_lingual_alignment_nolimit.txt,20,2026-04-13,1,
chatgpt,chinese_simplified,flood,prompt_one_shot_360.txt,23,2026-04-13,1,
chatgpt,chinese_simplified,flood,prompt_one_shot_nolimit.txt,20,2026-04-13,1,
chatgpt,chinese_simplified,flood,prompt_persona_360.txt,23,2026-04-13,1,
chatgpt,chinese_simplified,flood,prompt_persona_nolimit.txt,20,2026-04-13,1,
chatgpt,chinese_simplified,flood,prompt_simple_360.txt,20,2026-04-13,1,
chatgpt,chinese_simplified,flood,prompt_simple_nolimit.txt,23,2026-04-13,1,
chatgpt,chinese_simplified,flood,translate_flood.txt,23,2026-04-13,1,
chatgpt,chinese_traditional,911_outage,prompt_chain_of_translation_360.txt,24,2026-04-13,1,
chatgpt,chinese_traditional,911_outage,prompt_chain_of_translation_nolimit.txt,20,2026-04-13,1,
chatgpt,chinese_traditional,911_outage,prompt_cross_lingual_alignment_360.txt,24,2026-04-13,1,
chatgpt,chinese_traditional,911_outage,prompt_cross_lingual_alignment_nolimit.txt,20,2026-04-13,1,
chatgpt,chinese_traditional,911_outage,prompt_one_shot_360.txt,24,2026-04-13,1,
chatgpt,chinese_traditional,911_outage,prompt_one_shot_nolimit.txt,20,2026-04-13,1,
chatgpt,chinese_traditional,911_outage,prompt_persona_360.txt,24,2026-04-13,1,
chatgpt,chinese_traditional,911_outage,prompt_persona_nolimit.txt,20,2026-04-13,1,
chatgpt,chinese_traditional,911_outage,prompt_simple_360.txt,20,2026-04-13,1,
chatgpt,chinese_traditional,911_outage,prompt_simple_nolimit.txt,29,2026-04-13,1,
chatgpt,chinese_traditional,911_outage,translate_911_outage.txt,29,2026-04-13,1,
chatgpt,chinese_traditional,boil_water_notice,prompt_chain_of_translation_360.txt,24,2026-04-13,1,
chatgpt,chinese_traditional,boil_water_notice,prompt_chain_of_translation_nolimit.txt,20,2026-04-13,1,
chatgpt,chinese_traditional,boil_water_notice,prompt_cross_lingual_alignment_360.txt,24,2026-04-13,1,
chatgpt,chinese_traditional,boil_water_notice,prompt_cross_lingual_alignment_nolimit.txt,20,2026-04-13,1,
chatgpt,chinese_traditional,boil_water_notice,prompt_one_shot_360.txt,24,2026-04-13,1,
chatgpt,chinese_traditional,boil_water_notice,prompt_one_shot_nolimit.txt,20,2026-04-13,1,
chatgpt,chinese_traditional,boil_water_notice,prompt_persona_360.txt,24,2026-04-13,1,
chatgpt,chinese_traditional,boil_water_notice,prompt_persona_nolimit.txt,20,2026-04-13,1,
chatgpt,chinese_traditional,boil_water_notice,prompt_simple_360.txt,20,2026-04-13,1,
chatgpt,chinese_traditional,boil_water_notice,prompt_simple_nolimit.txt,29,2026-04-13,1,
chatgpt,chinese_traditional,boil_water_notice,translate_boil_water_notice.txt,29,2026-04-13,1,
chatgpt,chinese_traditional,extreme_wind,prompt_chain_of_translation_360.txt,24,2026-04-13,1,
chatgpt,chinese_traditional,extreme_wind,prompt_chain_of_translation_nolimit.txt,20,2026-04-13,1,
chatgpt,chinese_traditional,extreme_wind,prompt_cross_lingual_alignment_360.txt,24,2026-04-13,1,
chatgpt,chinese_traditional,extreme_wind,prompt_cross_lingual_alignment_nolimit.txt,20,2026-04-13,1,
chatgpt,chinese_traditional,extreme_wind,prompt_one_shot_360.txt,24,2026-04-13,1,
chatgpt,chinese_traditional,extreme_wind,prompt_one_shot_nolimit.txt,20,2026-04-13,1,
chatgpt,chinese_traditional,extreme_wind,prompt_persona_360.txt,24,2026-04-13,1,
chatgpt,chinese_traditional,extreme_wind,prompt_persona_nolimit.txt,20,2026-04-13,1,
chatgpt,chinese_traditional,extreme_wind,prompt_simple_360.txt,20,2026-04-13,1,
chatgpt,chinese_traditional,extreme_wind,prompt_simple_nolimit.txt,29,2026-04-13,1,
chatgpt,chinese_traditional,extreme_wind,translate_extreme_wind.txt,29,2026-04-13,1,
chatgpt,chinese_traditional,fire,prompt_chain_of_translation_360.txt,24,2026-04-13,1,
chatgpt,chinese_traditional,fire,prompt_chain_of_translation_nolimit.txt,20,2026-04-13,1,
chatgpt,chinese_traditional,fire,prompt_cross_lingual_alignment_360.txt,24,2026-04-13,1,
