schema,service,language,event,prompt,row_count,rows_with_placeholders,total_placeholder_count,unique_placeholder_count,placeholder_tokens
chatgpt_gemini_deepseek,chatgpt,Arabic,911_outage,prompt_chain_of_translation_360.txt,24,24,72,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Arabic,911_outage,prompt_chain_of_translation_nolimit.txt,20,20,60,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Arabic,911_outage,prompt_cross_lingual_alignment_360.txt,24,24,72,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Arabic,911_outage,prompt_cross_lingual_alignment_nolimit.txt,20,20,60,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Arabic,911_outage,prompt_one_shot_360.txt,24,24,72,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Arabic,911_outage,prompt_one_shot_nolimit.txt,20,20,63,4,"[""[LOCATION]"", ""[SENDING AGENCY]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Arabic,911_outage,prompt_persona_360.txt,24,24,72,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Arabic,911_outage,prompt_persona_nolimit.txt,20,20,60,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Arabic,911_outage,prompt_simple_360.txt,20,0,0,0,[]
chatgpt_gemini_deepseek,chatgpt,Arabic,911_outage,prompt_simple_nolimit.txt,29,18,18,6,"[""[ﺎﻨﻫ ﻞﻳﺪﺒﻟﺍ ﻢﻗﺮﻟﺍ ﻞﺧﺩﺃ]"", ""[ﺎﻨﻫ ﻡﺎﻗﺭﻷﺍ ﻞﺧﺩﺃ]"", ""[ﺎﻨﻫ ﻢﻗﺮﻟﺍ ﻞﺧﺩﺃ]"", ""[ﻞﻳﺪﺑ ﻢﻗﺭ]"", ""[ﻞﻳﺪﺒﻟﺍ ﻢﻗﺮﻟﺍ ﻞﺧﺩﺃ]"", ""[ﻢﻗﺮﻟﺍ ﻞﺧﺩﺃ]""]"
chatgpt_gemini_deepseek,chatgpt,Arabic,911_outage,translate_911_outage.txt,29,29,87,17,"[""[ SENDING AGENCY ]"", ""[DING AGENCYﻦﺳ]"", ""[ENDING AGENCYﺱ]"", ""[LOCATION]"", ""[SENDING AGENCY]"", ""[SENDing AGENCYﺱ]"", ""[URL]"", ""[ﺔﻟﺎﻛﻮﻟﺍ ﻝﺎﺳﺭﺇ]"", ""[ﺔﻠﺳﺮﻤﻟﺍ ﺔﺌﻴﻬﻟﺍ]"", ""[ﺔﻠﺳﺮﻤﻟﺍ ﺔﺴﺳﺆﻤﻟﺍ]"", ""[ﺔﻠﺳﺮﻤﻟﺍ ﺔﻟﺎﻛﻮﻟﺍ]"", ""[ﺔﻬﺠﻟﺍ ﻝﺎﺳﺭﺇ]"", ""[ﻝﺎﺳﺭﻹﺍ ﺓﺭﺍﺩﺇ]"", ""[ﻝﺎﺳﺭﻹﺍ ﺔﻟﺎﻛﻭ]"", ""[ﻲﺴﻨﺟﺃ ﻎﻨﻳﺪﻨﺳ]"", ""[ﻲﺴﻨﺠﻳﺃ ﻎﻧﺪﻨﺳ]"", ""[ﻲﺴﻨﻴﺟﺃ ﻎﻨﻳﺪﻨﺳ]""]"
chatgpt_gemini_deepseek,chatgpt,Arabic,boil_water_notice,prompt_chain_of_translation_360.txt,24,24,72,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Arabic,boil_water_notice,prompt_chain_of_translation_nolimit.txt,20,20,60,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Arabic,boil_water_notice,prompt_cross_lingual_alignment_360.txt,24,24,72,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Arabic,boil_water_notice,prompt_cross_lingual_alignment_nolimit.txt,20,20,60,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Arabic,boil_water_notice,prompt_one_shot_360.txt,24,24,73,4,"[""[LOCATION]"", ""[SENDING AGENCY]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Arabic,boil_water_notice,prompt_one_shot_nolimit.txt,20,20,62,4,"[""[LOCATION]"", ""[SENDING AGENCY]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Arabic,boil_water_notice,prompt_persona_360.txt,24,24,72,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Arabic,boil_water_notice,prompt_persona_nolimit.txt,20,20,60,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Arabic,boil_water_notice,prompt_simple_360.txt,20,0,0,0,[]
chatgpt_gemini_deepseek,chatgpt,Arabic,boil_water_notice,prompt_simple_nolimit.txt,29,0,0,0,[]
chatgpt_gemini_deepseek,chatgpt,Arabic,boil_water_notice,translate_boil_water_notice.txt,29,29,116,14,"[""[ SENDING AGENCY ]"", ""[ENDING AGENCYﺱ]"", ""[LOCATION]"", ""[SENDING AGENCY]"", ""[TIME]"", ""[URL]"", ""[ﺔﻟﺎﻛﻮﻟﺍ ﺔﻴﻟﺎﺳﺭﺇ]"", ""[ﺔﻟﺎﻛﻮﻟﺍ ﻝﺎﺳﺭﺇ]"", ""[ﺔﻟﺎﻛﻮﻟﺍ ﻝﺎﺳﺭﺍ]"", ""[ﺔﻠﺳﺮﻤﻟﺍ ﺔﻟﺎﻛﻮﻟﺍ]"", ""[ﺔﻬﺠﻟﺍ ﻝﺎﺳﺭﺇ]"", ""[ﻝﺎﺳﺭﻹﺍ ﺓﺭﺍﺩﺇ]"", ""[ﻝﺎﺳﺭﻹﺍ ﺔﻄﻠﺳ]"", ""[ﻲﺴﻨﺟﺃ ﻎﻨﻳﺪﻨﺳ]""]"
chatgpt_gemini_deepseek,chatgpt,Arabic,extreme_wind,prompt_chain_of_translation_360.txt,24,24,72,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Arabic,extreme_wind,prompt_chain_of_translation_nolimit.txt,20,20,60,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Arabic,extreme_wind,prompt_cross_lingual_alignment_360.txt,24,24,72,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Arabic,extreme_wind,prompt_cross_lingual_alignment_nolimit.txt,20,20,60,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Arabic,extreme_wind,prompt_one_shot_360.txt,24,24,72,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Arabic,extreme_wind,prompt_one_shot_nolimit.txt,20,20,67,6,"[""[LOCATION]"", ""[SENDING AGENCY]"", ""[TIME]"", ""[URL]"", ""[ﺔﻠﺳﺮﻤﻟﺍ ﺔﻟﺎﻛﻮﻟﺍ]"", ""[ﺔﻠﺳﺮﻤﻟﺍ ﺔﻬﺠﻟﺍ]""]"
chatgpt_gemini_deepseek,chatgpt,Arabic,extreme_wind,prompt_persona_360.txt,24,24,72,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Arabic,extreme_wind,prompt_persona_nolimit.txt,20,20,60,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Arabic,extreme_wind,prompt_simple_360.txt,20,0,0,0,[]
chatgpt_gemini_deepseek,chatgpt,Arabic,extreme_wind,prompt_simple_nolimit.txt,29,0,0,0,[]
chatgpt_gemini_deepseek,chatgpt,Arabic,extreme_wind,translate_extreme_wind.txt,29,29,116,15,"[""[ LOCATION ]"", ""[ SENDING AGENCY ]"", ""[ TIME ]"", ""[ URL ]"", ""[ENDING AGENCYﺱ]"", ""[LOCATION]"", ""[SENDING AGENCY]"", ""[TIME]"", ""[URL]"", ""[ﺔﻟﺎﻛﻮﻟﺍ ﻝﺎﺳﺭﺇ]"", ""[ﺔﻠﺳﺮﻤﻟﺍ ﺔﺴﺳﺆﻤﻟﺍ]"", ""[ﺔﻠﺳﺮﻤﻟﺍ ﺔﻟﺎﻛﻮﻟﺍ]"", ""[ﺔﻠﺳﺮﻤﻟﺍ ﺔﻬﺠﻟﺍ]"", ""[ﺔﻬﺠﻟﺍ ﻝﺎﺳﺭﺇ]"", ""[ﻝﺎﺳﺭﻹﺍ ﺔﻟﺎﻛﻭ]""]"
chatgpt_gemini_deepseek,chatgpt,Arabic,fire,prompt_chain_of_translation_360.txt,24,24,72,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Arabic,fire,prompt_chain_of_translation_nolimit.txt,20,20,60,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Arabic,fire,prompt_cross_lingual_alignment_360.txt,24,24,72,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Arabic,fire,prompt_cross_lingual_alignment_nolimit.txt,20,20,60,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Arabic,fire,prompt_one_shot_360.txt,24,24,74,4,"[""[LOCATION]"", ""[SENDING AGENCY]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Arabic,fire,prompt_one_shot_nolimit.txt,20,20,67,6,"[""[LOCATION]"", ""[SENDING AGENCY]"", ""[TIME]"", ""[URL]"", ""[ﺔﻠﺳﺮﻤﻟﺍ ﺔﻟﺎﻛﻮﻟﺍ]"", ""[ﺔﻠﺳﺮﻤﻟﺍ ﺔﻬﺠﻟﺍ]""]"
chatgpt_gemini_deepseek,chatgpt,Arabic,fire,prompt_persona_360.txt,24,24,72,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Arabic,fire,prompt_persona_nolimit.txt,20,20,60,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Arabic,fire,prompt_simple_360.txt,20,2,2,1,"[""[ﻊﻗﻮﻤﻟﺍ ﻢﺳﺍ]""]"
chatgpt_gemini_deepseek,chatgpt,Arabic,fire,prompt_simple_nolimit.txt,29,0,0,0,[]
chatgpt_gemini_deepseek,chatgpt,Arabic,fire,translate_fire.txt,29,29,145,16,"[""[ LOCATION ]"", ""[ SENDING AGENCY ]"", ""[ TIME ]"", ""[ URL ]"", ""[ENDING AGENCYﺱ]"", ""[LOCATION]"", ""[SENDING AGENCY]"", ""[SENDING AGENCY‏]"", ""[TIME]"", ""[URL]"", ""[ﺔﻟﺎﻛﻭ ﻝﺎﺳﺭﺇ]"", ""[ﺔﻟﺎﻛﻮﻟﺍ ﺔﻨﺳ]"", ""[ﺔﻟﺎﻛﻮﻟﺍ ﻝﺎﺳﺭﺇ]"", ""[ﺔﻠﺳﺮﻤﻟﺍ ﺔﻟﺎﻛﻮﻟﺍ]"", ""[ﻝﺎﺳﺭﻹﺍ ﺔﻄﻠﺳ]"", ""[ﻲﺴﻨﺟﺃ ﻎﻨﻳﺪﻨﺳ]""]"
chatgpt_gemini_deepseek,chatgpt,Arabic,flood,prompt_chain_of_translation_360.txt,24,24,72,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Arabic,flood,prompt_chain_of_translation_nolimit.txt,20,20,60,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Arabic,flood,prompt_cross_lingual_alignment_360.txt,24,24,72,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Arabic,flood,prompt_cross_lingual_alignment_nolimit.txt,20,20,60,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Arabic,flood,prompt_one_shot_360.txt,24,24,79,7,"[""[ SENDING AGENCY ]"", ""[LOCATION]"", ""[SENDING AGENCY]"", ""[TIME]"", ""[URL]"", ""[ﺉﺭﺍﻮﻄﻟﺍ ﺓﺭﺍﺩﺇ]"", ""[ﻝﺎﺳﺭﻹﺍ ﺔﻄﻠﺳ]""]"
chatgpt_gemini_deepseek,chatgpt,Arabic,flood,prompt_one_shot_nolimit.txt,20,20,66,4,"[""[LOCATION]"", ""[SENDING AGENCY]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Arabic,flood,prompt_persona_360.txt,24,24,72,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Arabic,flood,prompt_persona_nolimit.txt,20,20,60,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Arabic,flood,prompt_simple_360.txt,20,0,0,0,[]
chatgpt_gemini_deepseek,chatgpt,Arabic,flood,prompt_simple_nolimit.txt,29,0,0,0,[]
chatgpt_gemini_deepseek,chatgpt,Arabic,flood,translate_flood.txt,29,29,116,15,"[""[ LOCATION ]"", ""[ SENDING AGENCY ]"", ""[ TIME ]"", ""[ URL ]"", ""[ENDING AGENCYﺱ]"", ""[LOCATION]"", ""[SENDING AGENCY]"", ""[TIME]"", ""[URL]"", ""[ﺔﻟﺎﻛﻮﻟﺍ ﻝﺎﺳﺭﺇ]"", ""[ﺔﻠﺳﺮﻤﻟﺍ ﺔﺴﺳﺆﻤﻟﺍ]"", ""[ﺔﻠﺳﺮﻤﻟﺍ ﺔﻟﺎﻛﻮﻟﺍ]"", ""[ﺔﻠﺳﺮﻤﻟﺍ ﺔﻬﺠﻟﺍ]"", ""[ﻝﺎﺳﺭﻹﺍ ﺓﺭﺍﺩﺇ]"", ""[ﻝﺎﺳﺭﻹﺍ ﺔﻟﺎﻛﻭ]""]"
chatgpt_gemini_deepseek,chatgpt,Burmese,911_outage,prompt_chain_of_translation_360.txt,2,2,6,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Burmese,911_outage,prompt_chain_of_translation_nolimit.txt,2,2,6,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Burmese,911_outage,prompt_cross_lingual_alignment_360.txt,2,2,6,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Burmese,911_outage,prompt_cross_lingual_alignment_nolimit.txt,2,2,6,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Burmese,911_outage,prompt_one_shot_360.txt,2,2,6,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Burmese,911_outage,prompt_one_shot_nolimit.txt,2,2,6,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Burmese,911_outage,prompt_persona_360.txt,2,2,6,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Burmese,911_outage,prompt_persona_nolimit.txt,2,2,6,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Burmese,911_outage,prompt_simple_360.txt,2,0,0,0,[]
chatgpt_gemini_deepseek,chatgpt,Burmese,911_outage,prompt_simple_nolimit.txt,2,0,0,0,[]
