SERVICE,LANGUAGE,DISASTER,PROMPT,ROUGE-1,ROUGE-2,ROUGE-L,BLEU,BERTScore_P,BERTScore_R,BERTScore_F1,COMET,SERVICE_FROM_FILENAME
gemini,spanish,911_outage,prompt_simple.txt,0.6251241848883722,0.4759693760573193,0.4298042866883447,2.092729828782592,0.7469498515129089,0.7048510313034058,0.725290060043335,0.0,gemini
gemini,spanish,911_outage,prompt_persona.txt,0.6666585580870048,0.4953051074430408,0.43345175332933,6.090984743139132,0.7133950591087341,0.6823413372039795,0.6975226998329163,0.0,gemini
gemini,spanish,911_outage,prompt_one_shot.txt,0.6398128307322303,0.4668114007088116,0.4158806710595693,5.239306889722505,0.7740967869758606,0.7155706286430359,0.7436839938163757,0.0,gemini
gemini,spanish,911_outage,prompt_cross_lingual_alignment.txt,0.6292079528342649,0.4525377744219887,0.407503764750186,5.238275244090169,0.7456294894218445,0.7007706165313721,0.7225043773651123,0.0,gemini
gemini,spanish,911_outage,prompt_chain_of_translation.txt,0.5622133983170527,0.4172098871542832,0.3949883487370358,4.74086473074038,0.8019962906837463,0.6956709027290344,0.7450593113899231,0.0,gemini
gemini,spanish,911_outage,translate_911_outage.txt,0.9072510315563754,0.8332712549003233,0.7808845137029801,47.21334582032664,0.909954309463501,0.8849088549613953,0.8972567915916443,0.0,gemini
gemini,haitian_creole,flood,prompt_simple.txt,0.5761868893285773,0.3936223048115075,0.3863503316182515,2.0357556499141065,0.6780219078063965,0.6027071475982666,0.6381500363349915,0.0,gemini
gemini,haitian_creole,flood,prompt_persona.txt,0.7209721875166853,0.5304469642010001,0.4513996599323555,7.571218822938175,0.7650222182273865,0.7298324108123779,0.7470130324363708,0.0,gemini
gemini,haitian_creole,flood,prompt_one_shot.txt,0.7266183441371254,0.5381620248973904,0.4596906364963172,8.34570199864014,0.7413263320922852,0.7130835056304932,0.7269306778907776,0.0,gemini
gemini,haitian_creole,flood,prompt_cross_lingual_alignment.txt,0.6289312423784905,0.4763567400691179,0.4224711579983073,6.339677592504819,0.7524213194847107,0.7116727232933044,0.7314800024032593,0.0,gemini
gemini,haitian_creole,flood,prompt_chain_of_translation.txt,0.6293744898012907,0.4766251508604087,0.4107884038266241,6.370007534757083,0.7566254138946533,0.7187304496765137,0.7371912598609924,0.0,gemini
gemini,haitian_creole,flood,translate_flood.txt,0.9156862089281534,0.8467976389132333,0.8459320970924114,58.03700744130546,0.9288930892944336,0.9096339344978333,0.9191626906394958,0.0,gemini
gemini,haitian_creole,extreme_wind,prompt_simple.txt,0.4389617735149562,0.3584132339297936,0.3350944335586405,1.4310994762799345,0.6645081043243408,0.593742847442627,0.6271355152130127,0.0,gemini
gemini,haitian_creole,extreme_wind,prompt_persona.txt,0.5938354009940148,0.5051619279804209,0.4300091588791048,6.499100595384757,0.785131573677063,0.7343000173568726,0.7588655352592468,0.0,gemini
gemini,haitian_creole,extreme_wind,prompt_one_shot.txt,0.5590642184938955,0.4736783220723577,0.4355737958578549,4.899584031102092,0.7812319993972778,0.7124508023262024,0.7452577352523804,0.0,gemini
gemini,haitian_creole,extreme_wind,prompt_cross_lingual_alignment.txt,0.5392078078949414,0.4520276776048614,0.399529265118177,4.806788594659666,0.7439314126968384,0.6926946640014648,0.7173993587493896,0.0,gemini
gemini,haitian_creole,extreme_wind,prompt_chain_of_translation.txt,0.5311413816419356,0.4511647766109753,0.3917565982463558,4.104025412411304,0.7330589890480042,0.6746937036514282,0.7026664018630981,0.0,gemini
gemini,haitian_creole,extreme_wind,translate_extreme_wind.txt,0.8658798959660903,0.7325285366971049,0.6769612402727984,35.98580524104948,0.8637703061103821,0.8692685961723328,0.8665107488632202,0.0,gemini
gemini,haitian_creole,fire,prompt_simple.txt,0.2838773143668844,0.1970572728101967,0.2269601383347391,0.0361074022068378,0.654913067817688,0.6071572303771973,0.6301316022872925,0.0,gemini
gemini,haitian_creole,fire,prompt_persona.txt,0.4629549098418819,0.380778362637495,0.3437963081958435,2.217090141073831,0.7322844862937927,0.6612335443496704,0.6949477195739746,0.0,gemini
gemini,haitian_creole,fire,prompt_one_shot.txt,0.4478864374173189,0.3685738617630456,0.3503985029095311,1.8587624706077623,0.7728776335716248,0.7037674188613892,0.7367053031921387,0.0,gemini
gemini,haitian_creole,fire,prompt_cross_lingual_alignment.txt,0.3814984977303446,0.3247102303260913,0.3068582281583178,1.1864650679859874,0.753121018409729,0.684555172920227,0.7172030806541443,0.0,gemini
gemini,haitian_creole,fire,prompt_chain_of_translation.txt,0.3974802750545112,0.3353212139555459,0.3129801034312477,1.5002126093235966,0.7827576994895935,0.6939626932144165,0.7356906533241272,0.0,gemini
gemini,haitian_creole,fire,translate_fire.txt,0.9533276725364912,0.9026872893200456,0.8639750147979051,65.45072675086381,0.91934335231781,0.9152365326881408,0.9172852635383606,0.0,gemini
gemini,haitian_creole,boil_water_notice,prompt_simple.txt,0.4235921259485389,0.353100258256257,0.3239308675368608,0.988137704578138,0.7515645623207092,0.6868468523025513,0.717749834060669,0.0,gemini
gemini,haitian_creole,boil_water_notice,prompt_persona.txt,0.5052664626183848,0.4306469245739732,0.3643302167410883,3.2935985651324127,0.7693990468978882,0.7002538442611694,0.7331998944282532,0.0,gemini
gemini,haitian_creole,boil_water_notice,prompt_one_shot.txt,0.4758308270787596,0.4191130803868721,0.3698546608497358,3.741876121065953,0.7537691593170166,0.6945624351501465,0.722955584526062,0.0,gemini
gemini,haitian_creole,boil_water_notice,prompt_cross_lingual_alignment.txt,0.4427661007230543,0.3894800443991861,0.3478717085503393,2.313785237126987,0.7796233892440796,0.7023855447769165,0.7389917969703674,0.0,gemini
gemini,haitian_creole,boil_water_notice,prompt_chain_of_translation.txt,0.4315670888992307,0.3729148875276193,0.3292773761606793,2.0669043761589747,0.771821141242981,0.7058395147323608,0.7373571991920471,0.0,gemini
gemini,haitian_creole,boil_water_notice,translate_boil_water_notice.txt,0.902407706503103,0.826175233215089,0.7306285755317408,44.510266830503824,0.8680427074432373,0.8650102615356445,0.8665238618850708,0.0,gemini
gemini,haitian_creole,911_outage,prompt_simple.txt,0.6739457636742506,0.5082844627833859,0.4401258626254871,4.4466813014370175,0.7575458884239197,0.7176239490509033,0.737044632434845,0.0,gemini
gemini,haitian_creole,911_outage,prompt_persona.txt,0.7742030933009416,0.5747853587118685,0.4770387762846777,7.635698668983547,0.7435498833656311,0.7063466906547546,0.7244709730148315,0.0,gemini
gemini,haitian_creole,911_outage,prompt_one_shot.txt,0.7087580540926665,0.5187162614755573,0.469873258291708,7.700740221358753,0.7390686869621277,0.6975456476211548,0.7177071571350098,0.0,gemini
gemini,haitian_creole,911_outage,prompt_cross_lingual_alignment.txt,0.6748405145459877,0.4823246899851989,0.4188620977334241,7.374795186408874,0.7745997905731201,0.6851410269737244,0.7271291613578796,0.0,gemini
gemini,haitian_creole,911_outage,prompt_chain_of_translation.txt,0.6715958173618092,0.5092079356075431,0.4391640104704563,7.059135150345476,0.773565411567688,0.7003419399261475,0.7351348400115967,0.0,gemini
gemini,haitian_creole,911_outage,translate_911_outage.txt,0.9129193305043192,0.838625869955807,0.8529583607947616,57.56067255179932,0.8951135873794556,0.8955880403518677,0.8953507542610168,0.0,gemini
gemini,vietnamese,flood,prompt_simple.txt,0.6379412547145027,0.4521883791942993,0.4212100703619896,2.7829575117195584,0.6803130507469177,0.659259557723999,0.6696208119392395,0.0,gemini
gemini,vietnamese,flood,prompt_persona.txt,0.6965084983631279,0.5413663038257636,0.4536730126999763,9.904735419348814,0.7184581160545349,0.7013535499572754,0.7098027467727661,0.0,gemini
gemini,vietnamese,flood,prompt_one_shot.txt,0.6947075262340255,0.5553447749702892,0.5190188397386523,11.431132567575872,0.7601329684257507,0.7204217910766602,0.7397447824478149,0.0,gemini
gemini,vietnamese,flood,prompt_cross_lingual_alignment.txt,0.607685963102403,0.4856921751076224,0.4514721715637838,7.796625812052351,0.7175183296203613,0.6767560839653015,0.6965413093566895,0.0,gemini
gemini,vietnamese,flood,prompt_chain_of_translation.txt,0.6601361292449484,0.4893552999220449,0.4640987125328981,9.15551497083226,0.7595361471176147,0.6884976625442505,0.7222743630409241,0.0,gemini
gemini,vietnamese,flood,translate_flood.txt,0.926607060631024,0.8608319670180277,0.8414709663159258,61.5587031085967,0.9531527757644652,0.9573929309844972,0.955268144607544,0.0,gemini
gemini,vietnamese,extreme_wind,prompt_simple.txt,0.5233816262965081,0.3927803645851388,0.3820844052920624,2.154194459095441,0.7641048431396484,0.7079716920852661,0.7349680662155151,0.0,gemini
gemini,vietnamese,extreme_wind,prompt_persona.txt,0.6102322171702108,0.5078765044923786,0.4195839625903041,7.381102401879459,0.7836876511573792,0.7226698398590088,0.7519429326057434,0.0,gemini
gemini,vietnamese,extreme_wind,prompt_one_shot.txt,0.5998129021259866,0.5023411710734219,0.4349322524245115,9.120959470840068,0.7997687458992004,0.7219585180282593,0.758874237537384,0.0,gemini
gemini,vietnamese,extreme_wind,prompt_cross_lingual_alignment.txt,0.5166025267114427,0.4376869761190711,0.3903305983006651,5.708367458441259,0.8150531649589539,0.7222573757171631,0.7658545970916748,0.0,gemini
gemini,vietnamese,extreme_wind,prompt_chain_of_translation.txt,0.5181203901398584,0.4336611525046737,0.3890190559333562,5.214746715507584,0.8265833854675293,0.7321071624755859,0.7764820456504822,0.0,gemini
gemini,vietnamese,extreme_wind,translate_extreme_wind.txt,0.8889466160637949,0.8228989097257271,0.7697436944222003,43.02383299139475,0.8424432277679443,0.8577834367752075,0.8500441312789917,0.0,gemini
gemini,vietnamese,fire,prompt_simple.txt,0.2508029856942499,0.1582716198699931,0.1997282963154819,0.0825218872015029,0.6786224842071533,0.6338640451431274,0.6554800868034363,0.0,gemini
gemini,vietnamese,fire,prompt_persona.txt,0.3862388018055897,0.3095006640107055,0.3072860373222925,1.3985282114464022,0.7597079277038574,0.6852716207504272,0.7205725312232971,0.0,gemini
gemini,vietnamese,fire,prompt_one_shot.txt,0.4337520455264214,0.3510112863604311,0.3445600530997719,2.60833509970506,0.7481102347373962,0.6825581192970276,0.7138323783874512,0.0,gemini
gemini,vietnamese,fire,prompt_cross_lingual_alignment.txt,0.3502361545404109,0.2898405249052225,0.2982595310513649,1.3614267917986147,0.7778090238571167,0.6986150145530701,0.7360881567001343,0.0,gemini
gemini,vietnamese,fire,prompt_chain_of_translation.txt,0.4470496343541359,0.3253045472689984,0.3440029663186184,4.041832445019062,0.7633621692657471,0.6648165583610535,0.7106894850730896,0.0,gemini
gemini,vietnamese,fire,translate_fire.txt,0.9071254241616094,0.8448451543468845,0.7950526102003885,49.40539021943631,0.866852343082428,0.9021289348602296,0.8841389417648315,0.0,gemini
gemini,vietnamese,boil_water_notice,prompt_simple.txt,0.5387130700641768,0.4272335718068817,0.3857853218516378,3.399384210084311,0.7309631705284119,0.6360731720924377,0.6802248954772949,0.0,gemini
gemini,vietnamese,boil_water_notice,prompt_persona.txt,0.4778446353010548,0.4055191671691819,0.3630443607710202,4.207798450500219,0.7572070360183716,0.7216644287109375,0.7390086054801941,0.0,gemini
gemini,vietnamese,boil_water_notice,prompt_one_shot.txt,0.4583214427828714,0.3980482168071391,0.3652602798310855,3.7024510833247937,0.7775821089744568,0.7120420932769775,0.7433702349662781,0.0,gemini
gemini,vietnamese,boil_water_notice,prompt_cross_lingual_alignment.txt,0.4841850573987236,0.3863515765014426,0.3510612867936365,5.879732886225586,0.6201223731040955,0.6644189953804016,0.6415069103240967,0.0,gemini
gemini,vietnamese,boil_water_notice,prompt_chain_of_translation.txt,0.4591077211334349,0.3748204161057218,0.3465577040980309,3.963882611139838,0.802078366279602,0.7378131747245789,0.7686048150062561,0.0,gemini
gemini,vietnamese,boil_water_notice,translate_boil_water_notice.txt,0.8732405283855987,0.8420884157209597,0.8008488106643562,48.67730027301928,0.8798075318336487,0.9075817465782166,0.8934788703918457,0.0,gemini
gemini,vietnamese,911_outage,prompt_simple.txt,0.6296341580733039,0.4628735671252075,0.4404008206023848,4.041995527052488,0.7574611902236938,0.7034609317779541,0.7294630408287048,0.0,gemini
gemini,vietnamese,911_outage,prompt_persona.txt,0.5967409860271254,0.4760515219774549,0.437332853098191,6.356215273946183,0.761353611946106,0.6905558109283447,0.72422856092453,0.0,gemini
gemini,vietnamese,911_outage,prompt_one_shot.txt,0.6053369563986707,0.4603481991435223,0.4315600012567545,6.656074382615946,0.7748401165008545,0.7057434916496277,0.7386794090270996,0.0,gemini
gemini,vietnamese,911_outage,prompt_cross_lingual_alignment.txt,0.6144007417591826,0.4489305173708982,0.4339450750645484,6.847291088253197,0.7524276971817017,0.7154566049575806,0.7334765791893005,0.0,gemini
gemini,vietnamese,911_outage,prompt_chain_of_translation.txt,0.5871061578487038,0.4596602929842048,0.4043984948360624,5.220590289811553,0.7853009700775146,0.6937768459320068,0.7367072105407715,0.0,gemini
gemini,vietnamese,911_outage,translate_911_outage.txt,0.9182005623242794,0.878537151711237,0.7863641323137882,57.95236717720931,0.9233883023262024,0.937077522277832,0.9301825761795044,0.0,gemini
gemini,arabic,flood,prompt_simple.txt,0.7133006119132056,0.5080670604135586,0.4438535856764609,3.00811347471878,0.8901987075805664,0.782196044921875,0.8327100276947021,0.0,gemini
gemini,arabic,flood,prompt_persona.txt,0.7581154570728441,0.6097480318238512,0.5058181301191892,11.324901603827506,0.8967938423156738,0.891421914100647,0.894099771976471,0.0,gemini
gemini,arabic,flood,prompt_one_shot.txt,0.7049941156755887,0.5893727884918422,0.5242959429473486,12.763900163545468,0.9322530031204224,0.9111393094062804,0.9215752482414246,0.0,gemini
gemini,arabic,flood,prompt_cross_lingual_alignment.txt,0.6884895093545851,0.5734903153342563,0.4933070986623767,8.546127640840943,0.9264637231826782,0.9048675894737244,0.9155383706092834,0.0,gemini
gemini,arabic,flood,prompt_chain_of_translation.txt,0.651927072848288,0.5464811112413854,0.4759744414086432,7.654577328878068,0.9264807105064392,0.8985233306884766,0.9122878313064576,0.0,gemini
gemini,arabic,flood,translate_flood.txt,0.9585269355917744,0.8673422720752818,0.8527311540326442,65.29478892385511,0.9995700120925904,0.9995036125183104,0.9995368123054504,0.0,gemini
gemini,arabic,extreme_wind,prompt_simple.txt,0.5509127496765713,0.4265880515260267,0.4188348203996708,3.3353288008984068,0.895496129989624,0.7906330823898315,0.8398038148880005,0.0,gemini
gemini,arabic,extreme_wind,prompt_persona.txt,0.5608714787866392,0.4978050927493082,0.4629081837548046,6.222778232496198,0.9241549968719482,0.8930004835128784,0.9083106517791748,0.0,gemini
gemini,arabic,extreme_wind,prompt_one_shot.txt,0.5763571691406065,0.5174065159968069,0.4718320170483291,7.012389743935063,0.9241551160812378,0.8930004835128784,0.9083107113838196,0.0,gemini
gemini,arabic,extreme_wind,prompt_cross_lingual_alignment.txt,0.5976792192622455,0.5157875953413414,0.4759121669292439,5.846172154614525,0.9341299533843994,0.9041063189506532,0.9188729524612428,0.0,gemini
gemini,arabic,extreme_wind,prompt_chain_of_translation.txt,0.5481180292758373,0.4640026297677442,0.4387571412987078,5.828611831647847,0.7198004126548767,0.7991700172424316,0.7574115991592407,0.0,gemini
gemini,arabic,extreme_wind,translate_extreme_wind.txt,0.9444605153652148,0.8828322985774908,0.8325152811561233,58.62724449832999,0.9964979887008668,0.9970455169677734,0.9967716932296752,0.0,gemini
gemini,arabic,fire,prompt_simple.txt,0.3029898952853034,0.2514016781748163,0.245785032268567,0.0552293938651218,0.8089890480041504,0.7660529613494873,0.7869357466697693,0.0,gemini
gemini,arabic,fire,prompt_persona.txt,0.3513210652826387,0.3197225821597186,0.3017313806459681,0.9686404146835949,0.8707970380783081,0.8519485592842102,0.8612696528434753,0.0,gemini
gemini,arabic,fire,prompt_one_shot.txt,0.3725041263618638,0.3414138144612836,0.3205601603180528,1.1485931991312457,0.8772803544998169,0.8562145233154297,0.8666194081306458,0.0,gemini
gemini,arabic,fire,prompt_cross_lingual_alignment.txt,0.3717293078151292,0.3351417602010967,0.3250101496302293,1.1204940255929243,0.8710438013076782,0.8507949113845825,0.8608002662658691,0.0,gemini
gemini,arabic,fire,prompt_chain_of_translation.txt,0.3579759384888892,0.3276379097694264,0.3095041360423127,0.8774353623890612,0.9013913869857788,0.8650150299072266,0.8828286528587341,0.0,gemini
gemini,arabic,fire,translate_fire.txt,0.9350753051841508,0.8807990340071209,0.8472690259437781,66.60495392710888,0.973189115524292,0.9740675687789916,0.9736281633377076,0.0,gemini
gemini,arabic,boil_water_notice,prompt_simple.txt,0.4382515591170812,0.3825498002707113,0.3458080813935872,1.4743491894217955,0.8206921815872192,0.7762041687965393,0.7978284358978271,0.0,gemini
gemini,arabic,boil_water_notice,prompt_persona.txt,0.4328065279988835,0.3919969437367727,0.3508647661585794,2.02467458375911,0.8474615812301636,0.827346920967102,0.8372834920883179,0.0,gemini
gemini,arabic,boil_water_notice,prompt_one_shot.txt,0.3691961339648413,0.3449325949557723,0.314404757297851,1.3103898282928386,0.8397045731544495,0.8115946650505066,0.8254104256629944,0.0,gemini
gemini,arabic,boil_water_notice,prompt_cross_lingual_alignment.txt,0.3631289370293762,0.3267772783633582,0.2917188785281832,0.6705400514491368,0.8447535634040833,0.8132395148277283,0.8286970257759094,0.0,gemini
gemini,arabic,boil_water_notice,prompt_chain_of_translation.txt,0.3843230782424198,0.352454197697284,0.3166030085564026,1.1816494993875757,0.8457459807395935,0.8193540573120117,0.8323408365249634,0.0,gemini
gemini,arabic,boil_water_notice,translate_boil_water_notice.txt,0.9552098608009636,0.8927549719882519,0.8370166676648709,64.19032277129823,0.9910824298858644,0.9906764626502992,0.9908794164657592,0.0,gemini
gemini,arabic,911_outage,prompt_simple.txt,0.6030872993066181,0.4990688503423913,0.4329631347601505,3.485551884148408,0.8212535977363586,0.7537543177604675,0.7860575914382935,0.0,gemini
gemini,arabic,911_outage,prompt_persona.txt,0.6476945759887832,0.5573841819559434,0.5064476283186542,13.288328786378733,0.882079541683197,0.8231990337371826,0.8516227602958679,0.0,gemini
gemini,arabic,911_outage,prompt_one_shot.txt,0.6930262416821845,0.5812741112041684,0.5215384428296485,13.921223754674523,0.846127450466156,0.8072687387466431,0.8262414932250977,0.0,gemini
gemini,arabic,911_outage,prompt_cross_lingual_alignment.txt,0.6353196684953838,0.5350113615393766,0.4813406478220283,9.791416691694671,0.8678571581840515,0.8249157667160034,0.8458418250083923,0.0,gemini
gemini,arabic,911_outage,prompt_chain_of_translation.txt,0.5648746391896302,0.4873698463512437,0.4643229372470459,8.54910722027471,0.8684175610542297,0.8137863874435425,0.8402148485183716,0.0,gemini
gemini,arabic,911_outage,translate_911_outage.txt,0.9489279634895824,0.890811351230936,0.8673048446489401,67.2271947443382,0.9646376967430116,0.9562674164772034,0.9604343175888062,0.0,gemini
gemini,chinese_traditional,flood,prompt_simple.txt,0.3581961353067949,0.1773372735548194,0.3065893416569475,0.8237796349298281,0.6950590014457703,0.6045675873756409,0.6466628909111023,0.0,gemini
gemini,chinese_traditional,flood,prompt_persona.txt,0.5780683855059627,0.4076476632448151,0.4454087961570441,3.854268600565606,0.7149905562400818,0.6672791838645935,0.6903114318847656,0.0,gemini
gemini,chinese_traditional,flood,prompt_one_shot.txt,0.5622427813727713,0.421649701822209,0.4607209426306553,4.300316187579255,0.7257847785949707,0.6693413853645325,0.6964213252067566,0.0,gemini
gemini,chinese_traditional,flood,prompt_cross_lingual_alignment.txt,0.5877906896246633,0.4051888588561942,0.4758255613407071,4.005838857761484,0.699695348739624,0.6754266023635864,0.6873468160629272,0.0,gemini
gemini,chinese_traditional,flood,prompt_chain_of_translation.txt,0.5227424963603639,0.3978468023270473,0.4160406814198047,4.370799417190852,0.7431823015213013,0.6624780893325806,0.7005134224891663,0.0,gemini
gemini,chinese_traditional,flood,translate_flood.txt,0.8641765275077296,0.7536801299643411,0.7203298761482904,39.44210686894899,0.85101318359375,0.844201922416687,0.8475938439369202,0.0,gemini
gemini,chinese_traditional,extreme_wind,prompt_simple.txt,0.3459525634651306,0.1339702647277942,0.3121301015669043,0.2828841634581887,0.6975889205932617,0.6337578892707825,0.6641432642936707,0.0,gemini
gemini,chinese_traditional,extreme_wind,prompt_persona.txt,0.4682056367131044,0.3163586842394301,0.3959205727352717,2.6783195497320387,0.782560408115387,0.6585546731948853,0.7152222394943237,0.0,gemini
gemini,chinese_traditional,extreme_wind,prompt_one_shot.txt,0.4556785544269247,0.312475038272661,0.3911280943079425,1.773614157523557,0.758293867111206,0.6376073360443115,0.6927334666252136,0.0,gemini
gemini,chinese_traditional,extreme_wind,prompt_cross_lingual_alignment.txt,0.4644327530219345,0.3041205957174107,0.3949728301629232,1.5772999820471982,0.7203039526939392,0.6297377347946167,0.6719831228256226,0.0,gemini
gemini,chinese_traditional,extreme_wind,prompt_chain_of_translation.txt,0.4393134695325025,0.2999634435526396,0.3887955719071717,1.3339292802978793,0.7340786457061768,0.6407784223556519,0.6842628121376038,0.0,gemini
gemini,chinese_traditional,extreme_wind,translate_extreme_wind.txt,0.7454208806796419,0.5082080269069046,0.6786112815476381,16.655480269913166,0.857394814491272,0.854092001914978,0.8557402491569519,0.0,gemini
gemini,chinese_traditional,fire,prompt_simple.txt,0.2261959524646962,0.1163483409569314,0.1971570107097369,0.2318119613382086,0.6823684573173523,0.5754750967025757,0.6243798136711121,0.0,gemini
gemini,chinese_traditional,fire,prompt_persona.txt,0.3437948780580326,0.270593738066951,0.3076450600698623,0.931053166961759,0.7471470236778259,0.622408926486969,0.6790974140167236,0.0,gemini
gemini,chinese_traditional,fire,prompt_one_shot.txt,0.3316993998710071,0.2570481599542403,0.3039995629239459,0.7194077832901355,0.7552593946456909,0.6326323747634888,0.6885285377502441,0.0,gemini
gemini,chinese_traditional,fire,prompt_cross_lingual_alignment.txt,0.3666827659843101,0.2852641862110036,0.306564251707804,1.1977993733985917,0.7615617513656616,0.6516687870025635,0.7023426294326782,0.0,gemini
gemini,chinese_traditional,fire,prompt_chain_of_translation.txt,0.3418631705110761,0.2693317529702663,0.3032336793234837,0.7920684567724147,0.7558283805847168,0.6428131461143494,0.6947547197341919,0.0,gemini
gemini,chinese_traditional,fire,translate_fire.txt,0.9116879194531268,0.8398982966560146,0.8755959998678665,60.00689253072217,0.922751486301422,0.9093338251113892,0.9159935116767884,0.0,gemini
gemini,chinese_traditional,boil_water_notice,prompt_simple.txt,0.3673315994780231,0.2410112269420941,0.312598536568023,0.9358923814963176,0.6170336604118347,0.61899733543396,0.6180139183998108,0.0,gemini
gemini,chinese_traditional,boil_water_notice,prompt_persona.txt,0.4176474926609634,0.3383040307841641,0.3613574027850886,1.4917316721445242,0.7510229349136353,0.6622028946876526,0.7038217782974243,0.0,gemini
gemini,chinese_traditional,boil_water_notice,prompt_one_shot.txt,0.371037757887433,0.3034310560075767,0.3441382005512849,1.1339922072477773,0.7316833734512329,0.6288855075836182,0.6764009594917297,0.0,gemini
